1285	2534	0.22
1621	2182	0.00
1755	2878	0.05
1001	2627	0.63
1396	2160	0.03
1471	2553	0.92
1137	2160	0.88
1550	2735	0.57
1325	2157	0.94
1504	2943	0.54
1353	2514	0.03
1791	2878	0.38
1758	2935	0.27
1246	2110	0.31
1365	2640	0.86
1141	2810	0.75
1589	2830	0.96
1796	2034	0.27
1444	2061	0.48
1353	2726	0.34
1564	2726	0.48
1995	2003	0.34
1166	2182	0.57
1755	2503	0.38
1043	2052	0.91
1411	2367	0.19
1604	2987	0.14
1062	2340	0.97
1942	2996	0.37
1968	2142	0.95
1023	2848	0.43
1671	2465	0.31
1032	2256	0.75
1338	2577	0.11
1697	2515	0.26
1602	2812	0.47
1683	2640	0.89
1118	2416	0.88
1796	2605	0.96
1222	2822	0.83
1285	2465	0.06
1444	2799	0.23
1758	2690	0.45
1137	2340	0.50
1252	2684	0.89
1744	2612	0.81
1325	2928	0.68
1222	2205	0.25
1589	2379	0.75
1952	2143	0.38
1494	2281	0.77
1137	2731	0.32
1550	2379	0.73
1246	2577	0.80
1828	2731	0.67
1415	2358	0.71
1441	2155	0.20
1015	2983	0.13
1887	2994	0.71
1681	2155	0.54
1826	2538	0.16
1848	2037	0.26
1036	2350	0.44
1043	2581	0.43
1656	2570	0.52
1942	2810	0.59
1530	2325	0.08
1528	2544	0.57
1200	2228	0.38
1321	2614	0.02
1085	2515	0.35
1377	2281	0.19
1650	2943	0.01
1862	2335	0.81
1285	2266	0.06
1062	2544	0.12
1530	2909	0.48
1121	2983	0.93
1952	2240	0.51
1062	2091	0.17
1141	2169	0.97
1240	2306	0.48
1240	2043	0.56
1341	2169	0.13
1377	2713	0.03
1758	2614	0.73
1592	2848	0.90
1744	2762	0.36
1893	2358	0.30
1338	2169	0.75
1683	2731	0.34
1510	2960	0.25
1202	2638	0.55
1459	2717	0.30
1796	2072	0.57
1697	2450	0.96
1548	2803	0.34
1023	2443	0.35
1066	2266	0.02
1862	2182	0.05
1827	2205	0.76
1032	2761	0.37
1066	2836	0.28
1862	2182	0.93
1769	2182	0.47
1802	2450	0.02
1942	2110	0.05
1827	2061	0.67
1365	2630	0.06
1321	2169	0.90
1802	2517	0.71
1922	2091	0.84
1922	2827	0.85
1325	2257	0.28
1280	2169	0.74
1995	2004	0.58
1023	2517	0.75
1325	2171	0.06
1628	2205	0.72
1671	2099	0.42
1369	2553	0.04
1453	2640	0.97
1946	2700	0.07
1141	2212	0.58
1826	2171	0.62
1241	2266	0.41
1697	2367	0.14
1494	2208	0.49
1444	2731	0.73
1783	2932	0.75
1154	2979	0.32
1502	2544	0.81
1133	2848	0.89
1001	2358	0.14
1671	2612	0.78
1802	2409	0.10
1783	2099	0.10
1204	2034	0.71
1548	2569	0.89
1995	2228	0.25
1089	2752	0.24
1009	2236	0.62
1121	2741	0.19
1755	2638	0.98
1650	2943	0.10
1630	2544	0.52
1995	2472	0.31
1978	2366	0.42
1757	2257	0.17
1772	2266	0.85
1032	2858	0.64
1769	2061	0.06
1681	2991	1.00
1009	2534	0.26
1222	2996	0.55
1029	2169	0.26
1043	2325	0.22
1796	2577	0.11
1037	2482	0.38
1510	2929	0.93
1222	2052	0.11
1589	2543	0.53
1358	2816	0.28
1945	2878	0.61
1783	2569	0.18
1408	2752	0.19
1073	2465	0.05
1252	2684	0.25
1222	2308	0.18
1036	2034	0.32
1918	2684	0.95
1755	2929	0.91
1592	2735	0.20
1141	2540	0.65
1280	2305	0.46
1942	2752	0.95
1604	2976	0.99
1036	2963	0.70
1604	2091	0.00
1893	2799	0.26
1683	2987	0.68
1450	2732	0.95
1029	2996	0.20
1922	2566	0.95
1857	2755	0.42
1138	2976	0.11
1036	2043	0.54
1630	2914	0.98
1699	2358	0.99
1942	2932	0.06
1411	2147	0.27
1944	2263	0.70
1200	2935	0.92
1252	2175	0.32
1036	2914	0.03
1495	2061	0.33
1791	2160	0.11
1942	2958	0.93
1029	2963	0.31
1390	2822	0.66
1325	2099	0.53
1009	2011	0.20
1085	2335	0.97
1602	2932	0.09
1768	2450	0.98
1495	2443	0.12
1133	2597	0.36
1006	2143	0.32
1758	2598	0.76
1681	2171	0.02
1246	2110	0.68
1391	2110	0.70
1896	2963	0.22
1704	2826	0.69
1085	2776	0.71
1032	2826	0.56
1887	2379	0.25
1053	2826	0.45
1725	2358	0.25
1628	2472	0.70
1202	2726	0.70
1137	2543	0.71
1453	2093	0.20
1450	2963	0.03
1077	2205	0.53
1194	2732	0.66
1827	2762	0.42
1506	2932	0.17
1768	2569	0.60
1444	2416	0.17
1154	2004	0.41
1502	2196	0.25
1446	2812	0.96
1725	2638	0.86
1870	2514	0.18
1796	2597	0.71
1699	2803	0.12
1530	2863	0.34
1628	2827	0.02
1043	2003	0.78
1396	2212	0.93
1704	2799	0.84
1699	2638	0.82
1875	2816	0.52
1978	2762	0.32
1589	2408	0.32
1241	2534	0.06
1564	2762	0.07
1202	2886	0.46
1446	2684	0.35
1173	2157	0.54
1450	2142	0.03
1408	2196	0.81
1870	2486	0.12
1683	2566	0.63
1194	2898	0.00
1446	2159	0.96
1946	2979	0.88
1216	2395	0.54
1141	2858	0.99
1154	2093	0.63
1338	2996	0.76
1073	2043	0.61
1952	2093	0.16
1391	2159	0.65
1240	2887	0.95
1783	2630	0.18
1241	2011	0.90
1384	2979	0.57
1009	2928	0.45
1066	2160	0.73
1444	2684	0.69
1411	2538	0.84
1884	2700	0.08
1704	2416	0.58
1085	2827	0.12
1133	2983	0.30
1887	2465	0.43
1630	2826	0.88
1884	2810	0.89
1772	2069	0.95
1001	2889	0.82
1453	2257	0.39
1240	2486	0.78
1441	2416	0.30
1270	2878	0.90
1444	2307	0.98
1641	2175	0.19
1369	2208	0.99
1396	2816	0.58
1725	2836	0.38
1945	2717	0.27
1683	2543	0.30
1140	2827	0.90
1365	2994	0.10
1550	2726	0.82
1630	2627	0.46
1227	2423	0.87
1037	2752	0.33
1864	2409	0.77
1625	2959	0.71
1828	2366	0.25
1373	2228	0.23
1857	2325	0.32
1140	2395	0.79
1062	2928	0.90
1495	2803	0.09
1671	2335	0.51
1043	2569	0.39
1560	2004	0.30
1365	2836	0.97
1560	2175	0.74
1377	2735	0.67
1864	2103	0.29
1757	2281	0.63
1896	2147	0.29
1089	2911	0.22
1592	2143	0.64
1137	2157	0.61
1628	2052	0.09
1560	2196	0.28
1495	2358	0.25
1369	2732	0.92
1444	2256	0.07
1628	2082	0.58
1246	2826	0.77
1671	2228	0.44
1077	2752	0.88
1396	2909	0.52
1968	2043	0.87
1377	2569	0.20
1384	2317	0.36
1137	2517	0.83
1494	2256	0.31
1506	2544	0.35
1510	2465	0.43
1037	2668	0.04
1729	2630	0.10
1062	2177	0.33
1942	2638	0.80
1390	2731	0.30
1446	2069	0.73
1828	2305	0.48
1029	2110	0.13
1509	2416	0.61
1995	2725	0.73
1415	2976	0.63
1240	2776	0.66
1062	2003	0.36
1802	2755	0.83
1037	2932	0.20
1495	2614	0.60
1570	2914	0.70
1802	2752	0.59
1073	2257	0.55
1001	2003	0.76
1944	2822	0.37
1141	2827	0.46
1252	2147	0.56
1800	2263	0.26
1154	2928	0.72
1241	2515	0.05
1550	2598	0.92
1870	2858	0.20
1204	2335	0.81
1179	2155	0.27
1302	2080	0.91
1699	2182	0.02
1053	2570	0.86
1995	2822	0.42
1384	2886	0.34
1138	2858	0.36
1175	2668	0.35
1683	2820	0.80
1718	2994	0.31
1744	2335	0.76
1166	2886	0.77
1697	2340	0.93
1845	2171	0.92
1179	2630	0.83
1240	2325	0.92
1918	2514	0.01
1127	2959	0.95
1725	2762	0.59
1066	2486	0.52
1325	2863	0.81
1450	2266	0.57
1704	2205	0.76
1769	2725	0.70
1725	2358	0.56
1175	2859	0.37
1390	2236	0.94
1506	2159	0.98
1200	2640	0.79
1704	2756	0.22
1001	2072	0.02
1768	2886	0.69
1758	2909	0.12
1471	2761	0.26
1656	2358	0.61
1353	2612	0.83
1502	2889	0.04
1204	2597	0.28
1968	2752	0.27
1495	2391	0.12
1755	2598	0.28
1353	2205	0.34
1358	2080	0.32
1089	2169	0.75
1446	2037	0.92
1200	2379	0.69
1875	2228	0.44
1373	2958	0.61
1246	2307	0.98
1411	2914	0.23
1802	2034	0.64
1671	2514	0.63
1450	2684	0.01
1341	2827	0.76
1037	2236	0.16
1118	2147	0.99
1783	2543	0.54
1252	2543	0.60
1415	2605	0.81
1758	2553	0.55
1826	2700	0.57
1650	2929	0.57
1911	2725	0.88
1222	2103	0.82
1240	2958	0.51
1630	2605	0.78
1285	2408	0.99
1194	2761	0.31
1353	2543	0.93
1828	2281	0.26
1241	2540	0.50
1073	2228	0.48
1896	2538	0.58
1697	2732	0.42
1870	2182	0.24
1625	2820	0.18
1369	2450	0.85
1570	2450	0.47
1154	2538	0.42
1946	2266	0.31
1564	2963	0.01
1827	2205	0.09
1121	2052	0.96
1870	2517	0.05
1415	2822	0.53
1036	2898	0.86
1241	2638	0.71
1772	2110	0.02
1365	2782	0.31
1697	2996	0.51
1495	2605	0.75
1528	2700	0.15
1222	2011	0.36
1377	2256	0.08
1133	2819	0.99
1066	2072	0.74
1918	2612	0.76
1032	2598	0.96
1968	2091	0.60
1704	2091	0.33
1893	2735	0.12
1946	2886	0.76
1558	2110	0.70
1828	2110	0.25
1650	2598	0.10
1146	2630	0.88
1729	2175	0.40
1222	2638	0.04
1369	2889	0.80
1133	2358	0.38
1725	2143	0.02
1175	2263	0.97
1911	2570	0.16
1471	2909	0.39
1896	2836	0.34
1029	2482	0.67
1718	2450	0.17
1768	2069	0.84
1656	2581	0.49
1179	2515	0.34
1697	2994	0.65
1848	2886	0.58
1338	2960	0.50
1718	2963	0.77
1137	2515	0.84
1053	2848	0.13
1725	2867	0.70
1978	2725	0.92
1089	2690	0.04
1952	2741	0.06
1570	2544	0.28
1085	2257	0.59
1968	2776	0.53
1528	2011	0.18
1942	2859	0.22
1729	2799	0.69
1280	2848	0.27
1222	2987	0.89
1200	2408	0.46
1015	2816	0.16
1918	2443	0.65
1077	2911	0.83
1870	2577	0.17
1446	2577	0.41
1796	2731	0.29
1373	2638	0.24
1796	2627	0.97
1077	2503	0.43
1681	2367	0.30
1302	2782	0.25
1006	2443	0.33
1946	2157	0.88
1353	2976	0.33
1570	2416	0.05
1952	2627	0.44
1140	2996	0.70
1001	2816	0.23
1922	2878	0.52
1246	2103	0.23
1621	2160	0.55
1550	2034	0.22
1179	2782	0.95
1528	2325	0.27
1560	2182	0.88
1870	2732	0.63
1036	2929	0.49
1845	2914	0.95
1390	2110	0.75
1369	2994	0.45
1952	2581	0.38
1604	2221	0.88
1089	2175	0.75
1173	2503	0.28
1827	2534	0.88
1945	2175	0.53
1681	2442	0.07
1699	2240	0.11
1944	2887	0.61
1369	2169	0.22
1604	2543	0.86
1870	2395	0.07
1827	2082	0.27
1893	2540	0.48
1006	2091	0.51
1848	2822	0.96
1341	2776	0.46
1450	2668	0.98
1302	2155	0.43
1800	2762	0.03
1510	2803	0.58
1222	2307	0.35
1341	2713	0.67
1062	2514	0.67
1671	2257	0.18
1757	2991	0.05
1625	2553	0.12
1548	2221	0.41
1358	2717	0.72
1302	2630	0.13
1085	2515	0.96
1506	2799	0.20
1138	2732	0.53
1246	2069	0.04
1656	2735	0.92
1204	2911	0.79
1280	2898	0.26
1495	2858	0.85
1725	2182	0.33
1154	2776	0.51
1656	2514	0.11
1848	2690	0.62
1450	2668	0.25
1570	2379	0.56
1589	2482	0.60
1946	2858	0.89
1471	2756	0.99
1089	2443	0.78
1570	2450	0.45
1725	2465	0.46
1802	2482	0.71
1893	2003	0.20
1321	2240	0.45
1252	2776	0.56
1800	2911	0.78
1358	2212	0.08
1656	2011	0.55
1768	2443	0.92
1504	2830	0.14
1127	2983	0.95
1589	2093	0.86
1140	2169	0.39
1725	2816	0.60
1341	2043	0.19
1062	2960	0.31
1802	2143	0.05
1550	2755	0.75
1216	2994	0.54
1009	2799	0.95
1945	2061	0.43
1641	2996	0.46
1408	2963	0.44
1036	2171	0.40
1309	2228	0.50
1140	2756	0.43
1704	2928	0.93
1175	2336	0.20
1683	2540	0.39
1791	2994	0.02
1146	2408	0.50
1870	2004	0.53
1077	2257	0.32
1968	2177	0.92
1558	2147	0.84
1062	2540	0.31
1444	2878	0.23
1744	2367	0.05
1495	2690	0.38
1875	2052	0.37
1769	2761	0.13
1870	2597	0.47
1922	2630	0.33
1502	2987	0.44
1471	2037	0.09
1270	2266	0.03
1896	2205	0.02
1604	2909	0.19
1032	2004	0.25
1494	2553	0.79
1001	2093	0.65
1285	2627	0.08
1862	2171	0.08
1285	2366	0.87
1528	2960	0.12
1202	2889	0.18
1032	2157	0.01
1783	2335	0.15
1592	2379	0.66
1922	2994	0.72
1353	2935	0.32
1875	2472	0.43
1146	2091	0.29
1848	2228	0.41
1321	2898	0.17
1408	2538	0.96
1373	2810	0.68
1341	2684	0.42
1783	2741	0.85
1073	2160	0.09
1911	2597	0.25
1270	2103	0.54
1285	2820	0.26
1628	2004	0.40
1146	2836	0.87
1564	2515	0.37
1411	2958	0.49
1453	2103	0.73
1602	2640	0.85
1015	2256	0.25
1570	2336	0.91
1194	2143	0.56
1353	2004	0.06
1862	2597	0.07
1173	2943	0.57
1699	2514	0.47
1628	2836	0.55
1001	2171	0.11
1043	2004	0.51
1922	2760	0.58
1718	2776	0.68
1141	2614	0.45
1864	2503	0.64
1441	2859	0.41
1699	2782	0.74
1066	2543	0.10
1592	2196	0.40
1450	2450	0.34
1769	2472	0.09
1175	2886	0.97
1175	2147	0.05
1628	2725	0.34
1325	2171	0.28
1453	2409	0.36
1504	2366	0.15
1628	2366	0.10
1725	2836	0.66
1495	2409	0.94
1952	2538	0.67
1280	2928	0.03
1528	2256	0.78
1270	2409	0.25
1175	2450	0.97
1570	2598	0.25
1528	2350	0.97
1864	2169	0.36
1001	2819	0.75
1459	2157	0.46
1952	2932	0.92
1444	2878	0.06
1325	2228	0.35
1032	2160	0.39
1146	2366	0.09
1509	2886	0.27
1325	2307	0.70
1166	2717	0.03
1510	2080	0.93
1365	2221	0.35
1384	2597	0.61
1154	2256	0.62
1285	2914	0.76
1408	2598	0.05
1560	2640	0.90
1118	2816	0.53
1945	2472	0.59
1548	2103	0.60
1089	2858	0.62
1029	2061	0.32
1884	2442	0.99
1252	2943	0.56
1062	2935	0.72
1118	2538	0.04
1870	2160	0.05
1138	2416	0.84
1446	2240	0.60
1791	2263	0.29
1862	2581	0.69
1179	2812	0.63
1944	2803	0.86
1845	2960	0.14
1504	2450	0.86
1978	2816	0.14
1528	2099	0.01
1589	2061	0.04
1650	2514	0.10
1227	2155	0.68
1783	2668	0.76
1592	2960	0.45
1922	2858	0.05
1023	2991	0.46
1942	2350	0.42
1066	2325	0.93
1373	2263	0.36
1884	2544	0.67
1066	2752	0.17
1494	2782	0.89
1229	2080	0.30
1857	2147	0.39
1550	2538	0.79
1179	2169	0.22
1408	2169	0.26
1729	2306	0.49
1495	2819	0.60
1884	2887	0.65
1758	2858	0.46
1506	2517	0.62
1800	2171	0.37
1200	2169	0.91
1194	2638	0.71
1390	2996	0.58
1085	2177	0.41
1133	2848	0.20
1725	2148	0.82
1857	2987	0.28
1229	2336	0.06
1446	2725	0.86
1459	2340	0.40
1604	2827	0.04
1918	2395	0.27
1772	2820	0.82
1141	2732	0.94
1396	2052	0.57
1548	2409	0.73
1066	2822	0.66
1650	2443	0.27
1502	2072	0.52
