1495	2072	0.49
1755	2566	0.75
1141	2171	0.53
1444	2810	0.46
1204	2735	0.75
1137	2307	0.75
1656	2935	0.47
1285	2717	0.84
1796	2093	0.42
1270	2612	0.63
1857	2409	0.13
1023	2803	0.61
1896	2423	0.76
1384	2830	0.69
1341	2442	0.90
1864	2827	0.70
1718	2148	0.89
1697	2159	0.78
1053	2932	0.17
1390	2776	0.07
1845	2732	0.95
1240	2395	0.28
1509	2569	0.89
1802	2212	0.88
1204	2143	0.54
1510	2827	0.05
1127	2395	0.41
1978	2306	0.29
1222	2812	0.10
1146	2358	0.72
1302	2043	0.76
1137	2886	0.11
1089	2205	0.12
1053	2826	0.55
1077	2776	0.86
1530	2257	0.64
1630	2034	0.65
1009	2004	0.25
1377	2534	0.59
1560	2863	0.14
1857	2859	0.03
1053	2812	0.56
1373	2350	0.82
1978	2700	0.19
1729	2756	0.02
1137	2391	0.54
1140	2540	0.47
1085	2534	0.78
1504	2878	0.68
1077	2569	0.99
1202	2236	0.68
1280	2836	0.05
1968	2082	0.63
1768	2640	0.76
1415	2960	0.65
1589	2160	0.05
1396	2690	0.65
1502	2717	0.35
1922	2741	0.54
1384	2308	0.65
1495	2684	0.21
1884	2003	0.00
1241	2212	0.29
1757	2037	0.67
1411	2544	0.06
1471	2830	0.32
1441	2155	0.38
1175	2898	0.03
1884	2423	0.12
1133	2093	0.20
1845	2612	0.23
1796	2503	0.07
1758	2155	0.71
1978	2812	0.45
1783	2756	0.58
1896	2482	0.86
1141	2762	0.15
1066	2358	0.10
1791	2358	0.02
1495	2987	0.52
1530	2886	0.76
1222	2684	0.55
1006	2886	0.60
1227	2103	0.35
1911	2570	0.12
1032	2848	0.40
1495	2240	0.89
1471	2820	0.25
1827	2963	1.00
1200	2143	0.47
1353	2886	0.44
1862	2735	0.19
1032	2037	0.28
1729	2409	0.71
1602	2061	0.67
1589	2762	0.77
1459	2929	0.74
1509	2668	0.19
1175	2929	0.58
1528	2110	0.25
1604	2171	0.62
1285	2142	0.19
1341	2305	0.01
1373	2177	0.83
1384	2514	0.19
1681	2061	0.55
1495	2760	0.71
1118	2409	0.46
1978	2612	0.98
1200	2762	0.70
1089	2820	0.26
1548	2826	0.38
1560	2569	0.27
1845	2544	0.48
1077	2325	0.86
1175	2366	0.45
1857	2731	0.03
1229	2929	0.05
1001	2640	0.88
1548	2366	0.19
1495	2761	0.94
1446	2638	0.64
1918	2581	0.05
1558	2725	0.04
1641	2914	0.18
1758	2307	0.61
1280	2052	0.36
1001	2886	0.34
1036	2072	0.79
1796	2810	0.77
1699	2725	0.74
1138	2482	0.60
1179	2914	0.40
1229	2335	0.41
1506	2605	0.06
1802	2996	0.65
1280	2143	0.86
1560	2336	0.16
1459	2080	0.71
1862	2358	0.37
1887	2003	0.38
1758	2991	0.65
1446	2735	0.22
1683	2668	0.11
1459	2147	0.68
1725	2776	0.18
1922	2196	0.14
1528	2514	0.70
1918	2142	0.87
1757	2091	0.24
1358	2177	1.00
1530	2317	0.93
1450	2534	0.13
1365	2909	0.92
1408	2761	0.64
1945	2732	0.97
1699	2266	0.08
1073	2886	0.52
1194	2553	0.29
1755	2196	0.74
1246	2756	0.07
1796	2159	0.79
1270	2987	0.84
1285	2898	0.10
1558	2928	0.88
1202	2932	0.87
1978	2983	0.77
1968	2110	0.67
1757	2690	0.30
1870	2169	0.31
1857	2515	0.14
1302	2544	0.80
1240	2976	0.30
1338	2638	0.94
1353	2943	0.87
1141	2684	0.01
1450	2863	0.93
1216	2517	0.88
1589	2577	0.90
1755	2627	0.33
1154	2540	0.65
1560	2731	0.14
1729	2816	0.02
1384	2515	0.57
1365	2175	0.30
1127	2553	0.43
1896	2340	0.50
1828	2263	0.22
1848	2820	0.33
1450	2143	0.73
1944	2826	0.82
1681	2569	0.58
1570	2858	0.91
1037	2994	0.38
1043	2336	0.06
1978	2963	0.52
1446	2812	0.71
1504	2782	0.47
1471	2465	0.34
1446	2581	0.55
1604	2155	0.39
1377	2684	0.99
1506	2221	0.54
1864	2717	0.18
1791	2072	0.63
1944	2553	0.07
1548	2612	0.52
1628	2755	0.21
1887	2482	0.47
1796	2540	0.38
1744	2932	0.18
1138	2726	0.21
1656	2929	0.67
1391	2911	0.35
1204	2336	0.74
1073	2756	0.49
1229	2976	0.40
1240	2503	0.82
1671	2878	0.42
1768	2803	0.72
1602	2830	0.22
1066	2534	0.65
1945	2148	0.13
1009	2987	0.65
1589	2979	0.25
1744	2335	0.65
1138	2836	0.50
1285	2325	0.34
1828	2205	0.23
1845	2627	0.04
1227	2004	0.46
1893	2976	0.42
1944	2812	0.75
1558	2408	0.29
1222	2306	0.68
1390	2943	0.92
1341	2612	0.68
1029	2069	0.22
1200	2540	0.77
1246	2391	0.09
1729	2450	0.56
1411	2072	0.65
1870	2534	0.14
1495	2465	0.91
1504	2627	0.20
1446	2003	0.68
1911	2886	0.19
1757	2878	0.19
1280	2909	0.48
1699	2581	0.22
1073	2859	0.83
1194	2928	0.74
1548	2037	0.18
1683	2080	0.60
1073	2935	0.91
1411	2752	0.01
1697	2836	0.75
1408	2760	0.85
1325	2762	0.35
1358	2848	0.79
1896	2037	0.35
1408	2228	0.34
1800	2799	0.56
1006	2082	0.39
1121	2450	0.89
1697	2819	0.79
1140	2034	0.52
1241	2358	0.90
1757	2182	0.81
1864	2713	0.33
1023	2700	0.08
1845	2741	0.94
1826	2605	0.99
1800	2878	0.42
1066	2534	0.43
1704	2878	0.91
1530	2799	0.28
1918	2717	1.00
1133	2482	0.02
1796	2761	0.46
1338	2994	0.19
1769	2848	0.60
1744	2069	0.39
1893	2836	0.47
1459	2630	0.46
1471	2932	0.79
1085	2760	0.63
1369	2598	0.70
1942	2142	0.54
1893	2889	0.43
1227	2379	0.84
1089	2534	0.25
1704	2110	0.02
1341	2011	0.45
1411	2143	0.34
1325	2741	0.81
1036	2991	0.52
1411	2760	0.77
1032	2395	0.61
1133	2093	0.55
1681	2266	0.67
1621	2782	0.34
1755	2830	0.45
1918	2515	0.85
1121	2994	0.04
1121	2668	0.44
1769	2819	0.36
1204	2281	0.67
1444	2816	0.04
1509	2627	0.18
1494	2836	0.40
1358	2991	0.26
1641	2061	0.90
1628	2011	0.09
1411	2082	0.46
1828	2159	0.23
1118	2577	0.73
1564	2581	0.88
1625	2577	0.73
1240	2886	0.70
1365	2776	0.98
1089	2538	0.35
1391	2958	0.41
1043	2091	0.57
1827	2263	0.41
1509	2816	0.53
1506	2752	0.29
1995	2638	0.19
1758	2486	0.26
1384	2423	0.77
1704	2171	0.90
1037	2983	0.83
1862	2858	0.75
1396	2538	0.45
1922	2336	0.23
1029	2963	0.77
1875	2612	0.64
1550	2052	0.64
1246	2177	0.89
1995	2110	0.34
1922	2366	0.51
1154	2700	0.85
1510	2996	0.46
1699	2340	0.40
1373	2142	0.19
1918	2803	0.89
1650	2867	0.66
1202	2799	0.41
1241	2350	0.78
1302	2465	0.16
1408	2867	0.12
1043	2534	0.63
1133	2182	0.13
1365	2822	0.59
1625	2196	0.72
1118	2668	0.59
1133	2996	0.67
1227	2943	0.70
1922	2863	0.57
1444	2305	0.89
1066	2423	0.26
1032	2175	0.43
1227	2103	0.94
1369	2614	0.15
1826	2820	0.92
1415	2072	0.87
1015	2379	0.87
1942	2159	0.13
1592	2717	0.02
1510	2514	0.50
1968	2208	0.22
1862	2142	0.12
1845	2886	0.30
1121	2863	0.70
1945	2755	0.51
1204	2909	0.53
1073	2928	0.56
1390	2898	0.28
1133	2416	0.71
1062	2848	0.71
1446	2175	0.52
1240	2442	0.94
1369	2553	0.65
1911	2577	0.85
1338	2263	0.03
1202	2996	0.87
1450	2732	0.24
1127	2160	0.63
1450	2143	0.12
1415	2570	0.28
1453	2726	0.81
1309	2826	0.57
1550	2598	0.21
1444	2305	0.60
1729	2638	0.03
1768	2597	0.23
1325	2898	0.04
1453	2155	0.44
1118	2052	0.63
1241	2836	0.91
1704	2755	0.42
1015	2867	0.31
1037	2307	0.34
1384	2943	0.36
1453	2256	0.44
1509	2566	0.03
1548	2142	0.41
1450	2836	0.79
1896	2240	0.85
1783	2630	0.57
1744	2782	0.26
1768	2983	0.79
1911	2416	0.26
1325	2867	0.85
1887	2325	0.15
1471	2731	0.85
1502	2827	0.47
1138	2043	0.89
1650	2103	0.77
1769	2717	0.01
1589	2367	0.02
1408	2544	0.03
1133	2543	0.13
1415	2640	0.14
1302	2630	0.69
1216	2308	0.66
1995	2717	0.03
1592	2093	0.60
1001	2700	0.16
1036	2110	0.61
1918	2069	0.90
1043	2762	0.03
1365	2208	0.13
1341	2577	0.29
1179	2325	0.13
1302	2503	0.96
1548	2932	0.58
1769	2409	0.83
1550	2713	0.50
1154	2741	0.52
1037	2482	0.01
1848	2991	0.06
1415	2566	0.48
1252	2358	0.20
1875	2367	0.19
1893	2306	0.23
1791	2147	0.14
1502	2827	0.26
1718	2228	0.78
1280	2640	0.48
1681	2983	0.78
1922	2091	0.61
1495	2996	0.43
1200	2465	0.71
1325	2812	0.99
1848	2570	0.21
1085	2011	0.34
1384	2684	0.49
1922	2205	0.18
1241	2110	0.65
1240	2994	0.89
1942	2713	0.81
1530	2423	0.06
1656	2959	0.12
1246	2305	0.98
1446	2598	0.02
1341	2169	0.83
1338	2640	0.01
1802	2991	0.14
1506	2171	0.20
1089	2325	0.81
1062	2159	0.02
1138	2612	0.59
1625	2932	0.74
1755	2863	0.06
1085	2713	0.36
1202	2182	0.46
1826	2240	0.35
1471	2943	0.11
1085	2093	0.60
1827	2335	0.81
1530	2987	0.97
1411	2958	0.06
1121	2612	0.55
1037	2340	0.88
1621	2442	0.14
1870	2442	0.92
1396	2281	0.49
1006	2196	0.55
1066	2935	0.06
1502	2627	0.76
1911	2175	0.06
1043	2148	0.36
1089	2003	0.85
1650	2004	0.78
1826	2099	0.86
1309	2812	0.72
1246	2820	0.32
1309	2307	0.21
1699	2409	0.09
1204	2155	0.54
1884	2486	0.23
1683	2534	0.39
1857	2979	0.37
1550	2143	0.13
1175	2858	0.28
1884	2725	0.37
1032	2994	0.86
1845	2004	0.21
1718	2987	0.39
1285	2819	0.39
1845	2597	0.02
1729	2597	0.82
1118	2171	0.44
1062	2482	0.52
1325	2976	0.75
1725	2317	0.57
1118	2003	0.18
1945	2577	0.80
1280	2544	0.84
1302	2514	0.89
1141	2959	0.05
1252	2340	0.60
1564	2034	0.45
1365	2472	0.99
1769	2034	0.92
1548	2263	0.56
1602	2810	0.38
1772	2391	0.95
1862	2836	0.50
1459	2627	0.51
1285	2889	0.33
1471	2155	0.95
1358	2836	0.98
1697	2943	0.70
1140	2281	0.32
1558	2887	0.60
1200	2886	0.57
1968	2979	0.14
1202	2782	0.06
1204	2486	0.54
1043	2408	0.82
1053	2240	0.41
1325	2819	0.40
1073	2358	0.14
1043	2640	0.92
1656	2762	0.64
1848	2155	0.81
1887	2157	0.75
1200	2752	0.46
1656	2887	0.12
1444	2091	0.63
1377	2638	0.58
1828	2325	0.97
1077	2726	0.58
1154	2614	0.31
1179	2979	0.25
1864	2037	0.02
1995	2827	0.53
1036	2155	0.34
1077	2205	0.54
1369	2538	0.97
1066	2816	0.39
1978	2155	0.26
1783	2911	0.03
1550	2148	0.51
1683	2221	0.32
1862	2935	0.78
1241	2752	0.09
1864	2684	0.17
1338	2569	0.73
1893	2816	0.89
1560	2553	0.06
1744	2307	0.46
1408	2827	0.17
1828	2544	0.47
1321	2553	0.21
1845	2816	0.65
1884	2147	0.21
1302	2335	0.01
1146	2819	0.51
1384	2756	0.37
1530	2240	0.91
1768	2486	0.88
1062	2043	0.91
1768	2004	0.69
1415	2996	0.06
1604	2976	0.21
1023	2256	0.03
1415	2472	0.61
1066	2799	0.26
1391	2325	0.71
1085	2482	0.16
1023	2640	0.85
1036	2169	0.64
1006	2803	0.42
1166	2482	0.46
1358	2538	0.36
1309	2080	0.73
1175	2577	0.46
1240	2598	0.10
1828	2826	0.26
1922	2358	0.21
1001	2205	0.02
1241	2011	0.35
1077	2358	0.91
1978	2538	0.47
1602	2281	0.78
1241	2887	0.59
1200	2958	0.15
1241	2627	0.98
1227	2996	0.41
1630	2612	0.39
1530	2848	0.59
1604	2991	0.51
1506	2263	0.34
1377	2755	0.29
1758	2159	0.38
1791	2514	0.68
1053	2566	0.18
1564	2148	0.30
1202	2442	0.39
1918	2391	0.17
1893	2553	0.82
1864	2963	0.54
1015	2830	0.35
1548	2281	0.29
1570	2155	0.51
1062	2103	0.64
1875	2171	0.59
1118	2597	0.88
1077	2072	0.54
1280	2761	0.65
1504	2819	0.51
1864	2612	0.98
1133	2175	0.33
1029	2110	0.52
1755	2752	0.40
1137	2011	0.71
1229	2182	0.03
1141	2157	0.35
1411	2858	0.23
1015	2307	0.87
1896	2822	0.46
1338	2043	0.53
1390	2640	0.40
1121	2863	0.96
1641	2782	0.10
1173	2236	0.05
1800	2878	0.82
1240	2423	0.69
1037	2776	0.53
1560	2335	0.74
1280	2160	0.01
1073	2612	0.24
1133	2171	0.70
1194	2553	0.90
1015	2991	0.67
1450	2517	0.20
1506	2991	0.12
1194	2581	0.85
1530	2534	1.00
1683	2726	0.48
1001	2959	0.99
1408	2996	0.58
1365	2960	0.78
1341	2052	0.59
1502	2257	0.71
1338	2935	0.82
1241	2963	0.38
1887	2822	0.41
1001	2236	0.03
1671	2091	0.67
1625	2011	0.72
1510	2867	0.89
1564	2325	0.49
1066	2340	0.43
1628	2534	0.29
