1945	2627
1826	2080
1338	2760
1384	2909
1845	2534
1036	2638
1604	2700
1510	2690
1945	2799
1641	2317
1006	2395
1510	2725
1683	2080
1862	2004
1015	2803
1604	2867
1369	2160
1896	2442
1570	2391
1036	2367
1504	2848
1946	2442
1227	2043
1246	2830
1285	2810
1252	2858
1009	2690
1744	2909
1944	2317
1001	2960
1530	2994
1945	2735
1321	2914
1202	2350
1358	2638
1073	2983
1216	2157
1893	2827
1453	2266
1650	2983
1285	2061
1173	2004
1570	2423
1870	2959
1510	2538
1085	2996
1166	2182
1390	2983
1896	2760
1175	2169
1769	2082
1704	2958
1718	2822
1944	2867
1053	2858
1744	2043
1377	2340
1628	2256
1365	2761
1718	2148
1558	2827
1241	2822
1502	2598
1204	2630
1952	2305
1302	2553
1641	2325
1009	2043
1089	2208
1325	2306
1179	2159
1826	2887
1946	2317
1494	2336
1006	2256
1015	2755
1911	2503
1968	2963
1121	2423
1240	2196
1602	2614
1650	2391
1758	2450
1229	2819
1353	2762
1166	2928
1725	2959
1772	2110
1796	2514
1946	2713
1942	2760
1848	2228
1302	2822
1530	2959
1077	2157
1857	2987
1053	2465
1857	2630
1252	2514
1043	2236
1893	2266
1001	2080
1006	2605
1373	2958
1683	2826
1073	2043
1828	2827
1391	2408
1800	2830
1391	2221
1066	2914
1446	2612
1725	2099
1325	2598
1077	2994
1791	2069
1857	2887
1089	2408
1768	2517
1628	2717
1864	2887
1202	2878
1656	2442
1755	2240
1450	2812
1006	2668
1671	2799
1325	2072
1089	2848
1338	2465
1952	2442
1884	2827
1415	2358
1001	2503
1141	2450
1006	2540
1285	2350
1621	2963
1729	2011
1252	2099
1884	2827
1194	2043
1441	2263
1828	2142
1216	2668
1650	2867
1757	2308
1309	2171
1446	2612
1133	2614
1415	2553
1085	2812
1592	2960
1009	2612
1952	2732
1510	2726
1037	2110
1133	2605
1650	2996
1697	2443
1369	2960
1309	2443
1946	2668
1396	2858
1827	2958
1827	2886
1494	2416
1459	2169
1446	2929
1062	2889
1390	2867
1826	2072
1911	2732
1073	2566
1495	2822
1896	2147
1194	2379
1365	2177
1796	2534
1828	2816
1875	2196
1073	2887
1495	2221
1848	2082
1411	2816
1671	2867
1718	2756
1285	2442
1369	2336
1459	2443
1450	2450
1783	2305
1118	2061
1887	2958
1140	2514
1755	2317
1495	2540
1848	2630
1796	2543
1166	2082
1037	2731
1887	2409
1446	2569
1365	2069
1506	2581
1870	2638
1604	2726
1918	2205
1133	2963
1341	2450
1173	2566
1828	2281
1875	2408
1053	2208
1604	2553
1453	2196
1325	2257
1390	2684
1945	2003
1471	2379
1133	2236
1625	2236
1528	2914
1504	2741
1175	2442
1845	2627
1001	2755
1641	2159
1302	2442
1870	2810
1309	2725
1441	2830
1062	2987
1369	2142
1391	2820
1321	2307
1043	2143
1995	2732
1270	2638
1373	2725
1699	2037
1828	2732
1029	2082
1036	2887
1390	2735
1066	2155
1827	2741
1502	2756
1718	2638
1166	2822
1978	2416
1862	2004
1656	2155
1757	2638
1146	2069
1089	2886
1783	2169
1001	2878
1828	2317
1884	2960
1757	2776
1758	2569
1415	2544
1222	2072
1887	2598
1137	2379
1772	2826
1791	2732
1204	2640
1509	2159
1783	2943
1408	2543
1325	2175
1550	2887
1202	2732
1791	2863
1280	2308
1121	2257
1154	2820
1285	2627
1589	2307
1365	2741
1495	2540
1758	2240
1828	2889
1001	2367
1200	2690
1384	2976
1085	2340
1032	2091
1006	2308
1240	2668
1227	2379
1918	2350
1062	2627
1704	2577
1321	2717
1338	2911
1848	2597
1166	2379
1945	2534
1560	2569
1053	2731
1650	2889
1252	2928
1625	2752
1826	2909
1373	2160
1530	2544
1415	2799
1952	2515
1911	2726
1043	2143
1768	2741
1118	2810
1530	2717
1550	2093
1548	2543
1768	2340
1200	2994
1062	2991
1630	2932
1699	2726
1718	2443
1222	2221
1758	2307
1077	2358
1240	2093
1630	2256
1922	2177
1887	2043
1175	2367
1922	2395
1558	2726
1757	2208
1755	2731
1896	2859
1138	2598
1495	2878
1252	2091
1922	2640
1240	2889
1154	2598
1699	2830
1942	2340
1302	2612
1558	2391
1216	2240
1602	2257
1453	2732
1179	2987
1718	2935
1630	2731
1621	2169
1270	2640
1893	2598
1280	2099
1194	2391
1229	2863
1391	2979
1175	2963
1309	2612
1037	2810
1453	2976
1373	2581
1227	2336
1558	2379
1446	2169
1141	2043
1353	2486
1952	2307
1353	2538
1444	2155
1704	2827
1309	2612
1968	2776
1800	2638
1671	2812
1309	2011
1015	2612
1827	2991
1377	2205
1494	2803
1848	2826
1229	2182
1029	2668
1570	2776
1697	2932
1216	2256
1121	2517
1884	2627
1942	2266
1450	2043
1592	2148
1043	2627
1506	2887
1769	2812
1118	2732
1978	2741
1772	2052
1758	2350
1325	2755
1241	2011
1791	2148
1558	2741
1946	2543
1222	2391
1133	2052
1365	2482
1062	2257
1118	2566
1341	2486
1302	2157
1550	2514
1325	2605
1942	2148
1828	2959
1358	2182
1528	2598
1768	2305
1133	2566
1510	2812
1146	2732
1252	2052
1285	2482
1229	2878
1848	2717
1453	2266
1862	2630
1325	2690
1453	2820
1783	2335
1504	2605
1697	2627
1548	2859
1683	2543
1062	2340
1227	2889
1377	2335
1755	2350
1922	2043
1459	2909
1796	2886
1023	2605
1227	2597
1944	2465
1558	2996
1459	2810
1009	2409
1118	2762
1204	2553
1453	2943
1241	2898
1252	2627
1204	2630
1796	2538
1845	2826
1494	2160
1729	2379
1384	2929
1530	2011
1758	2182
1944	2082
1338	2803
1887	2367
1202	2987
1681	2099
1229	2143
1875	2335
1396	2627
1946	2826
1769	2959
1671	2358
1896	2996
1718	2735
1062	2221
1758	2072
1502	2514
1077	2816
1495	2443
1699	2700
1570	2099
1023	2103
1241	2566
1768	2143
1453	2597
1053	2159
1564	2543
1681	2379
1800	2963
1918	2043
1341	2148
1802	2540
1791	2822
1353	2228
1592	2266
1625	2160
1140	2266
1411	2553
1952	2482
1945	2043
1459	2182
1015	2553
1942	2911
1270	2983
1911	2196
1978	2110
1138	2943
1137	2307
1229	2735
1725	2627
1325	2143
1509	2983
1802	2263
1216	2335
1302	2976
1073	2442
1246	2812
1137	2228
1441	2091
1166	2597
1471	2159
1550	2169
1864	2553
1725	2909
1650	2614
1302	2886
1621	2638
1411	2408
1146	2994
1558	2836
1391	2514
1246	2307
1978	2627
1922	2760
1744	2863
1875	2762
1137	2082
1570	2581
1391	2991
1241	2887
1222	2143
1550	2391
1118	2983
1755	2597
1945	2538
1911	2630
1133	2443
1246	2306
1558	2148
1200	2159
1791	2725
1023	2142
1769	2932
1683	2037
1227	2004
1309	2340
1729	2782
1699	2465
1446	2987
1073	2598
1650	2155
1755	2991
1704	2416
1121	2543
1444	2755
1325	2281
1504	2379
1530	2037
1802	2577
1683	2553
1062	2205
1302	2935
1570	2175
1121	2963
1036	2816
1656	2335
1252	2538
1118	2069
1390	2612
1530	2069
1791	2486
1494	2240
1884	2408
1365	2061
1200	2756
1302	2987
1036	2358
1683	2011
1006	2640
1800	2409
1560	2263
1325	2543
1453	2762
1800	2822
1699	2482
1509	2080
1240	2830
1373	2416
1864	2929
1200	2996
1077	2177
1769	2569
1450	2776
1471	2752
1353	2605
1550	2914
1459	2080
1001	2836
1173	2690
1133	2911
1166	2820
1173	2932
1459	2810
1791	2482
1053	2143
1704	2581
1073	2725
1377	2597
1755	2004
1037	2928
1671	2889
1415	2762
1127	2553
1325	2731
1325	2983
1494	2221
1783	2147
1089	2581
1408	2182
1827	2799
1137	2082
1252	2979
1241	2409
1800	2741
1945	2928
1656	2336
1023	2367
1325	2581
1791	2935
1845	2175
1704	2836
1628	2538
1216	2690
1681	2991
1127	2863
1918	2566
1630	2830
1875	2538
1656	2943
1338	2416
1321	2614
1796	2725
1062	2858
1009	2581
