1744	2929
1179	2717
1650	2263
1222	2091
1240	2263
1396	2240
1085	2540
1015	2171
1321	2391
1699	2366
1681	2762
1893	2256
1826	2612
1592	2717
1415	2305
1502	2182
1001	2409
1358	2099
1995	2408
1066	2887
1001	2408
1175	2003
1073	2909
1023	2228
1697	2257
1006	2979
1138	2110
1621	2395
1121	2305
1625	2627
1043	2340
1121	2072
1391	2996
1946	2741
1121	2819
1175	2061
1502	2391
1173	2503
1369	2826
1772	2011
1968	2266
1006	2091
1502	2034
1683	2598
1758	2867
1589	2093
1757	2761
1509	2878
1802	2236
1550	2581
1358	2553
1704	2043
1459	2306
1353	2812
1137	2928
1154	2395
1121	2816
1411	2909
1006	2514
1755	2963
1036	2391
1062	2308
1204	2810
1918	2142
1471	2004
1911	2305
1968	2987
1502	2240
1681	2395
1697	2256
1146	2726
1699	2281
1285	2776
1944	2943
1141	2409
1200	2350
1194	2943
1353	2878
1202	2761
1118	2836
1630	2395
1884	2959
1495	2886
1280	2093
1827	2082
1390	2177
1365	2540
1530	2668
1495	2486
1085	2640
1864	2755
1009	2577
1285	2640
1704	2503
1369	2157
1453	2442
1200	2826
1893	2979
1365	2929
1411	2142
1968	2472
1023	2103
1280	2325
1550	2305
1037	2776
1862	2366
1589	2752
1015	2640
1870	2690
1023	2803
1755	2820
1510	2325
1875	2534
1240	2103
1621	2307
1683	2717
1450	2004
1922	2335
1009	2752
1408	2867
1138	2103
1725	2228
1118	2553
1121	2379
1133	2830
1373	2391
1459	2082
1506	2366
1502	2886
1089	2935
1309	2103
1641	2755
1896	2935
1309	2914
1029	2514
1602	2762
1137	2240
1729	2959
1884	2350
1826	2963
1800	2725
1783	2340
1845	2534
1118	2205
1862	2776
1589	2994
1471	2830
1325	2175
